player_id,match_id,rating,min_played,goals,assists,yellow_card,red_card
22,23,,1,0,0,0,0
22,24,7.0,74,0,0,0,0
23,1,7.3,71,0,0,0,0
23,2,6.7,83,0,0,1,0
23,3,7.2,90,0,0,1,0
26,5,6.4,30,0,0,0,0
26,7,,10,0,0,0,0
26,8,,3,0,0,0,0
26,9,,6,0,0,0,0
26,10,6.9,28,0,0,0,0
26,11,7.2,67,0,0,0,0
26,15,7.0,78,0,0,0,0
26,18,7.2,45,0,0,1,0
26,20,6.4,35,0,0,0,0
26,22,,3,0,0,1,0
27,1,6.6,27,0,0,0,0
27,2,,1,0,0,0,0
27,3,6.9,65,0,0,0,0
27,5,,1,0,0,0,0
27,6,5.9,11,0,0,0,0
27,7,6.8,90,0,0,0,0
27,8,,3,0,0,0,0
27,9,6.8,70,0,1,0,0
27,11,,10,0,0,1,0
27,12,6.4,15,0,0,0,0
27,16,6.9,90,0,0,0,0
27,18,6.7,46,0,0,1,0
27,19,8.6,78,0,1,0,0
27,20,6.4,65,0,0,0,0
28,4,6.6,30,0,0,0,0
28,6,6.4,11,0,0,0,0
28,7,7.1,59,0,0,0,0
28,9,5.9,85,0,0,1,0
28,16,6.6,24,0,0,0,0
